groupVI	4361858	4361858
groupVI	4738591	4738591
groupVI	7219121	7219121
groupVI	7644029	7644029
groupVI	7644097	7644097
groupVI	7891548	7891548
groupVI	10945416	10945416
groupVI	11419441	11419441
groupVI	12127180	12127180
groupVI	12179059	12179059
groupVI	12504679	12504679
groupVI	13397077	13397077
groupVI	14140241	14140241
groupVI	14440062	14440062
groupVI	14607754	14607754
groupVI	15113390	15113390
groupVI	15113393	15113393
groupVI	15113394	15113394
groupVI	15156774	15156774
groupVI	15194947	15194947
groupVI	15281036	15281036
groupVI	16736083	16736083
groupVI	16736097	16736097
groupVI	16736103	16736103
groupVI	16736106	16736106
groupVI	16736114	16736114
groupVI	16736117	16736117
groupVI	16736125	16736125
groupVI	16736139	16736139
groupVI	16736159	16736159
groupVI	16736162	16736162
groupVI	16736165	16736165
groupVII	117578	117578
groupVII	117595	117595
groupVII	117599	117599
groupVII	117610	117610
groupVII	117620	117620
groupVII	117623	117623
groupVII	117626	117626
groupVII	117630	117630
groupVII	117638	117638
groupVII	117644	117644
groupVII	728929	728929
groupVII	823810	823810
groupVII	823846	823846
groupVII	1329277	1329277
groupVII	1633948	1633948
groupVII	1641468	1641468
groupVII	1873630	1873630
groupVII	2985706	2985706
groupVII	2985713	2985713
groupVII	2985719	2985719
groupVII	2985757	2985757
groupVII	3481859	3481859
groupVII	4318521	4318521
groupVII	4430995	4430995
groupVII	4431008	4431008
groupVII	4431013	4431013
groupVII	4431018	4431018
groupVII	4431020	4431020
groupVII	4431023	4431023
groupVII	4431043	4431043
groupVII	4549404	4549404
groupVII	4817405	4817405
groupVII	6562437	6562437
groupVII	6869476	6869476
groupVII	6869488	6869488
groupVII	6869499	6869499
groupVII	6871923	6871923
groupVII	8782288	8782288
groupVII	8782297	8782297
groupVII	8782312	8782312
groupVII	8845010	8845010
groupVII	8985518	8985518
groupVII	9282613	9282613
groupVII	9572214	9572214
groupVII	12402748	12402748
groupVII	12402751	12402751
groupVII	12402765	12402765
groupVII	13695748	13695748
groupVII	14031116	14031116
groupVII	14062187	14062187
groupVII	14062218	14062218
groupVII	14499322	14499322
groupVII	14784839	14784839
groupVII	14784866	14784866
groupVII	15162845	15162845
groupVII	15162856	15162856
groupVII	15162876	15162876
groupVII	15164949	15164949
groupVII	17207119	17207119
groupVII	17222496	17222496
groupVII	17222501	17222501
groupVII	20028267	20028267
groupVII	20849458	20849458
groupVII	21516131	21516131
groupVII	21994420	21994420
groupVII	26173209	26173209
groupVII	26539349	26539349
groupVIII	357926	357926
groupVIII	741784	741784
groupVIII	741795	741795
groupVIII	741804	741804
groupVIII	741810	741810
groupVIII	1504197	1504197
groupVIII	2971522	2971522
groupVIII	6637334	6637334
groupVIII	7128754	7128754
groupVIII	7953322	7953322
groupVIII	8114825	8114825
groupVIII	11577607	11577607
groupVIII	13407480	13407480
groupVIII	13407493	13407493
groupVIII	13407498	13407498
groupVIII	13407501	13407501
groupVIII	13407510	13407510
groupVIII	13407541	13407541
groupVIII	13858709	13858709
groupVIII	14481109	14481109
groupVIII	14533534	14533534
groupVIII	14533583	14533583
groupVIII	14533593	14533593
groupVIII	14609964	14609964
groupVIII	14609980	14609980
groupVIII	15921486	15921486
groupVIII	15921532	15921532
groupVIII	16417978	16417978
groupVIII	16487566	16487566
groupVIII	16487579	16487579
groupVIII	16487620	16487620
groupVIII	17230683	17230683
groupVIII	17230691	17230691
groupVIII	17230698	17230698
groupVIII	17230700	17230700
groupVIII	17230702	17230702
groupVIII	17230705	17230705
groupVIII	17230707	17230707
groupVIII	17230710	17230710
groupVIII	17230724	17230724
groupVIII	17230726	17230726
groupVIII	17230733	17230733
groupVIII	18090060	18090060
groupVIII	19037496	19037496
groupX	370057	370057
groupX	1550037	1550037
groupX	2285041	2285041
groupX	2285082	2285082
groupX	2285088	2285088
groupX	4786608	4786608
groupX	7647218	7647218
groupX	8786633	8786633
groupX	9869127	9869127
groupX	10149853	10149853
groupX	10149935	10149935
groupX	10155831	10155831
groupX	11364863	11364863
groupX	11852206	11852206
groupX	12254750	12254750
groupX	12254785	12254785
groupX	12419587	12419587
groupX	12782998	12782998
groupX	14522648	14522648
groupX	14991821	14991821
groupX	14991828	14991828
groupX	14991831	14991831
groupX	14991833	14991833
groupX	14991860	14991860
groupX	14991888	14991888
groupXI	516285	516285
groupXI	1172675	1172675
groupXI	2922535	2922535
groupXI	3534614	3534614
groupXI	3534657	3534657
groupXI	3534662	3534662
groupXI	3534671	3534671
groupXI	3534694	3534694
groupXI	3534698	3534698
groupXI	3534712	3534712
groupXI	3535148	3535148
groupXI	3535188	3535188
groupXI	3553418	3553418
groupXI	3553427	3553427
groupXI	3553456	3553456
groupXI	3554461	3554461
groupXI	3554502	3554502
groupXI	4128270	4128270
groupXI	4837431	4837431
groupXI	5118280	5118280
groupXI	5765474	5765474
groupXI	6347100	6347100
groupXI	6638171	6638171
groupXI	6638177	6638177
groupXI	6638181	6638181
groupXI	7132913	7132913
groupXI	7132963	7132963
groupXI	7133038	7133038
groupXI	7133060	7133060
groupXI	7133084	7133084
groupXI	7133090	7133090
groupXI	7133119	7133119
groupXI	7569675	7569675
groupXI	7933716	7933716
groupXI	8038799	8038799
groupXI	9503116	9503116
groupXI	10957210	10957210
groupXI	11487833	11487833
groupXI	11508599	11508599
groupXI	13372161	13372161
groupXI	13372200	13372200
groupXI	14943494	14943494
groupXI	15366658	15366658
groupXI	15632973	15632973
groupXI	15632987	15632987
groupXI	16298525	16298525
groupXII	261435	261435
groupXII	1410466	1410466
groupXII	1609211	1609211
groupXII	1609233	1609233
groupXII	1609272	1609272
groupXII	2611128	2611128
groupXII	3102998	3102998
groupXII	3103012	3103012
groupXII	3570363	3570363
groupXII	5196778	5196778
groupXII	5482359	5482359
groupXII	8234719	8234719
groupXII	8234794	8234794
groupXII	9254359	9254359
groupXII	11793412	11793412
groupXII	13419945	13419945
groupXII	14628647	14628647
groupXII	14628695	14628695
groupXII	15211647	15211647
groupXII	15981732	15981732
groupXII	16393640	16393640
groupXII	16393645	16393645
groupXII	16393653	16393653
groupXII	16393664	16393664
groupXII	16393685	16393685
groupXII	16393688	16393688
groupXII	16393705	16393705
groupXII	16393717	16393717
groupXII	16393725	16393725
groupXII	16393730	16393730
groupXII	16570382	16570382
groupXII	16570405	16570405
groupXII	16570448	16570448
groupXII	16571329	16571329
groupXII	17482995	17482995
groupXII	17483032	17483032
groupXII	17483042	17483042
groupXII	17745677	17745677
groupXII	18309530	18309530
groupXIII	4084189	4084189
groupXIII	4127285	4127285
groupXIII	5276665	5276665
groupXIII	12271079	12271079
groupXIII	12271105	12271105
groupXIII	12271140	12271140
groupXIII	12271156	12271156
groupXIII	12271168	12271168
groupXIII	12407495	12407495
groupXIII	13892533	13892533
groupXIII	13892535	13892535
groupXIII	13892539	13892539
groupXIII	13892570	13892570
groupXIII	13892605	13892605
groupXIII	14289290	14289290
groupXIII	15444102	15444102
groupXIII	15584488	15584488
groupXIII	15993602	15993602
groupXIII	15993607	15993607
groupXIII	15993614	15993614
groupXIII	15993618	15993618
groupXIII	16213443	16213443
groupXIII	16213450	16213450
groupXIII	16213466	16213466
groupXIII	16220159	16220159
groupXIII	16220176	16220176
groupXIII	16220204	16220204
groupXIII	16500029	16500029
groupXIII	17073357	17073357
groupXIII	17287630	17287630
groupXIII	17675135	17675135
groupXIII	18149219	18149219
groupXIII	19007456	19007456
groupXIII	19505188	19505188
groupXIV	410373	410373
groupXIV	1086311	1086311
groupXIV	1086334	1086334
groupXIV	1086358	1086358
groupXIV	1086378	1086378
groupXIV	1159803	1159803
groupXIV	1774677	1774677
groupXIV	1774683	1774683
groupXIV	2303192	2303192
groupXIV	2895471	2895471
groupXIV	2895521	2895521
groupXIV	3872734	3872734
groupXIV	3872789	3872789
groupXIV	4029301	4029301
groupXIV	4905913	4905913
groupXIV	4905948	4905948
groupXIV	4905954	4905954
groupXIV	4905963	4905963
groupXIV	4905993	4905993
groupXIV	4906004	4906004
groupXIV	5498673	5498673
groupXIV	6289056	6289056
groupXIV	6539535	6539535
groupXIV	6539540	6539540
groupXIV	6539596	6539596
groupXIV	6755305	6755305
groupXIV	6755316	6755316
groupXIV	6755320	6755320
groupXIV	6755323	6755323
groupXIV	6755347	6755347
groupXIV	6755368	6755368
groupXIV	6755376	6755376
groupXIV	6755384	6755384
groupXIV	7296899	7296899
groupXIV	7296906	7296906
groupXIV	7296912	7296912
groupXIV	7530766	7530766
groupXV	2267	2267
groupXV	511526	511526
groupXV	511538	511538
groupXV	511542	511542
groupXV	511553	511553
groupXV	511584	511584
groupXV	590610	590610
groupXV	590619	590619
groupXV	871299	871299
groupXV	1013252	1013252
groupXV	1055072	1055072
groupXV	1055074	1055074
groupXV	1055097	1055097
groupXV	1055115	1055115
groupXV	1055118	1055118
groupXV	1055120	1055120
groupXV	1055125	1055125
groupXV	1055143	1055143
groupXV	1055240	1055240
groupXV	1055244	1055244
groupXV	1055257	1055257
groupXV	1055270	1055270
groupXV	1055284	1055284
groupXV	1055299	1055299
groupXV	1055305	1055305
groupXV	1055309	1055309
groupXV	1539589	1539589
groupXV	1986553	1986553
groupXV	2394991	2394991
groupXV	2933238	2933238
groupXV	3585486	3585486
groupXV	5111557	5111557
groupXV	5923333	5923333
groupXV	11396568	11396568
groupXV	11688469	11688469
groupXV	16065088	16065088
groupXVI	2640059	2640059
groupXVI	2640089	2640089
groupXVI	2640098	2640098
groupXVI	2640121	2640121
groupXVI	2640134	2640134
groupXVI	2640137	2640137
groupXVI	2640143	2640143
groupXVI	2712232	2712232
groupXVI	3151741	3151741
groupXVI	3151749	3151749
groupXVI	3151760	3151760
groupXVI	3151791	3151791
groupXVI	3619008	3619008
groupXVI	4349810	4349810
groupXVI	4349820	4349820
groupXVI	4349837	4349837
groupXVI	4349858	4349858
groupXVI	4349909	4349909
groupXVI	6690214	6690214
groupXVI	8610787	8610787
groupXVI	8727740	8727740
groupXVI	8727766	8727766
groupXVI	11051030	11051030
groupXVI	12872132	12872132
groupXVI	16605704	16605704
groupXVI	16649689	16649689
groupXVI	16649741	16649741
groupXVI	16649755	16649755
groupXVI	17815632	17815632
groupXVI	17815642	17815642
groupXVI	17815652	17815652
groupXVII	167141	167141
groupXVII	167149	167149
groupXVII	167160	167160
groupXVII	167171	167171
groupXVII	167184	167184
groupXVII	167192	167192
groupXVII	167204	167204
groupXVII	167207	167207
groupXVII	684752	684752
groupXVII	882589	882589
groupXVII	1775906	1775906
groupXVII	1775945	1775945
groupXVII	2005562	2005562
groupXVII	2239146	2239146
groupXVII	2313177	2313177
groupXVII	2453299	2453299
groupXVII	2524546	2524546
groupXVII	2524564	2524564
groupXVII	2524567	2524567
groupXVII	2524569	2524569
groupXVII	2524573	2524573
groupXVII	5773784	5773784
groupXVII	5920792	5920792
groupXVII	8964705	8964705
groupXVII	10702833	10702833
groupXVII	10893725	10893725
groupXVII	11688974	11688974
groupXVII	12807930	12807930
groupXVII	13809775	13809775
groupXVII	13809800	13809800
groupXVII	13809812	13809812
groupXVII	14020539	14020539
groupXVII	14545449	14545449
groupXVII	14545470	14545470
groupXVIII	2351690	2351690
groupXVIII	4892647	4892647
groupXVIII	4892660	4892660
groupXVIII	4892681	4892681
groupXVIII	4892684	4892684
groupXVIII	4892703	4892703
groupXVIII	6792548	6792548
groupXVIII	8987604	8987604
groupXVIII	9103967	9103967
groupXVIII	9104024	9104024
groupXVIII	10780219	10780219
groupXVIII	10856848	10856848
groupXVIII	10856877	10856877
groupXVIII	10856900	10856900
groupXVIII	11508874	11508874
groupXVIII	12225180	12225180
groupXVIII	12225182	12225182
groupXVIII	12225245	12225245
groupXVIII	12225259	12225259
groupXVIII	13779138	13779138
groupXVIII	13994295	13994295
groupXVIII	14434251	14434251
groupXVIII	14434254	14434254
groupXVIII	14434258	14434258
groupXVIII	14434279	14434279
groupXVIII	14434296	14434296
groupXVIII	14627713	14627713
groupXVIII	15909836	15909836
groupXVIII	15909841	15909841
groupXVIII	15909843	15909843
groupXVIII	15909851	15909851
groupXX	1534710	1534710
groupXX	6152762	6152762
groupXX	8658706	8658706
groupXX	8658756	8658756
groupXX	8658783	8658783
groupXX	8696624	8696624
groupXX	8696687	8696687
groupXX	8696697	8696697
groupXX	9526683	9526683
groupXX	9680230	9680230
groupXX	10594130	10594130
groupXX	10920712	10920712
groupXX	10920738	10920738
groupXX	11077683	11077683
groupXX	11895324	11895324
groupXX	12027831	12027831
groupXX	13213836	13213836
groupXX	13373051	13373051
groupXX	13863239	13863239
groupXX	14243095	14243095
groupXX	15035376	15035376
groupXX	15183390	15183390
groupXX	15212800	15212800
groupXX	16023500	16023500
groupXX	16565661	16565661
groupXX	16565697	16565697
groupXX	16586212	16586212
groupXX	16586225	16586225
groupXX	17046321	17046321
groupXX	17478795	17478795
groupXX	17478808	17478808
groupXX	17692396	17692396
groupXX	17692406	17692406
groupXX	17692413	17692413
groupXX	17692417	17692417
groupXXI	1689087	1689087
groupXXI	2036122	2036122
groupXXI	2036130	2036130
groupXXI	2036162	2036162
groupXXI	2521781	2521781
groupXXI	2534741	2534741
groupXXI	2534747	2534747
groupXXI	2534750	2534750
groupXXI	2534779	2534779
groupXXI	2534804	2534804
groupXXI	2534811	2534811
groupXXI	2874287	2874287
groupXXI	4047939	4047939
groupXXI	4047948	4047948
groupXXI	4166026	4166026
groupXXI	4168649	4168649
groupXXI	4168656	4168656
groupXXI	4168671	4168671
groupXXI	4168677	4168677
groupXXI	4168680	4168680
groupXXI	4168682	4168682
groupXXI	4168685	4168685
groupXXI	8087617	8087617
groupXXI	8187058	8187058
groupXXI	8187066	8187066
groupXXI	8187070	8187070
groupXXI	8187072	8187072
groupXXI	8187087	8187087
groupXXI	8187106	8187106
groupXXI	8657567	8657567
groupXXI	8814803	8814803
groupXXI	8814829	8814829
groupXXI	9247483	9247483
groupXXI	9585915	9585915
groupXXI	10426136	10426136
groupXXI	10495172	10495172
scaffold_111	114041	114041
scaffold_115	225484	225484
scaffold_120	266704	266704
scaffold_121	292637	292637
scaffold_129	64293	64293
scaffold_129	146508	146508
scaffold_130	154075	154075
scaffold_135	192152	192152
scaffold_135	192204	192204
scaffold_137	227685	227685
scaffold_139	11217	11217
scaffold_141	42083	42083
scaffold_151	174028	174028
scaffold_151	174052	174052
scaffold_151	174066	174066
scaffold_151	174072	174072
scaffold_151	174077	174077
scaffold_151	174083	174083
scaffold_151	174094	174094
scaffold_151	174103	174103
scaffold_151	174107	174107
scaffold_156	148856	148856
scaffold_156	148865	148865
scaffold_156	148885	148885
scaffold_156	148896	148896
scaffold_163	87284	87284
scaffold_165	147041	147041
scaffold_167	128859	128859
scaffold_178	50513	50513
scaffold_246	9935	9935
scaffold_259	20993	20993
scaffold_259	21005	21005
scaffold_269	23260	23260
scaffold_27	2388788	2388788
scaffold_27	2388816	2388816
scaffold_27	4903044	4903044
scaffold_37	287816	287816
scaffold_37	1255045	1255045
scaffold_37	1282074	1282074
scaffold_37	1989224	1989224
scaffold_37	2131612	2131612
scaffold_47	396487	396487
scaffold_47	396499	396499
scaffold_47	512552	512552
scaffold_54	98813	98813
scaffold_67	162559	162559
scaffold_67	874882	874882
scaffold_68	340741	340741
scaffold_74	169930	169930
scaffold_74	390368	390368
scaffold_74	390379	390379
scaffold_74	390391	390391
scaffold_74	390406	390406
scaffold_74	390415	390415
scaffold_74	390418	390418
scaffold_74	390420	390420
scaffold_74	465347	465347
scaffold_74	465361	465361
scaffold_76	300	300
scaffold_762	165	165
scaffold_84	153544	153544
scaffold_84	153564	153564
scaffold_84	153579	153579
scaffold_84	153610	153610
